M_K_N,GMACs,Arith Int (OPs/Byte),Avg GOPs,Min GOPs,Max GOPs
5376_7544_5376,218.031980544,3139.0513931888545,3660.49,3547.25,3701.67
5376_7544_6400,259.5618816,3292.868092182182,3750.85,3667.01,3786.96
5376_7544_7424,301.091782656,3414.0090564986185,3691.54,3537.57,3742.57
6400_184_256,0.3014656,133.93994540491354,263.40,172.71,1213.14
6400_184_1280,1.507328,169.39010356731876,913.54,757.45,2125.99
6400_184_2304,2.7131904,174.5224608088526,1657.96,1349.17,2329.92
6400_184_3328,3.9190528,176.58023438220908,2162.88,1249.70,2466.36
6400_184_4352,5.1249152,177.6894127671661,1866.01,1416.70,2371.55
6400_184_5376,6.3307776,178.38305730278722,1822.87,1424.57,2075.66
6400_184_6400,7.53664,178.85783718104497,1527.88,1210.71,1772.28
6400_184_7424,8.7425024,179.20322404600984,1456.78,1219.23,1658.76
6400_920_256,1.507328,320.6971677559913,1033.78,790.21,3011.64
6400_920_1280,7.53664,642.7947598253276,3236.76,2875.48,3555.02
6400_920_2304,13.565952,723.5390496996177,3385.78,2569.80,3769.37
6400_920_3328,19.595264,760.2701628923321,3242.02,2664.93,3597.77
6400_920_4352,25.624576,781.2675616609429,3069.66,2646.35,3325.49
6400_920_5376,31.653888,794.8572897917203,3166.79,2828.51,3391.25
6400_920_6400,37.6832,804.3715846994536,3302.74,3122.57,3509.66
6400_920_7424,43.712512,811.404675917126,3278.79,3058.32,3448.85
6400_3864_256,6.3307776,436.6718463059754,3003.76,2043.50,3649.92
6400_3864_1280,31.653888,1374.4775455758115,3638.92,3309.00,3871.56
6400_3864_2304,56.9769984,1805.2559859840374,3607.80,3427.19,3751.94
6400_3864_3328,82.3001088,2052.6944884303007,3486.25,3330.98,3584.66
6400_3864_4352,107.6232192,2213.30076232995,3462.92,3324.78,3531.24
6400_3864_5376,132.9463296,2325.959367945824,3638.91,3507.77,3716.13
6400_3864_6400,158.26944,2409.353078721746,3691.71,3530.08,3752.28
6400_3864_7424,183.5925504,2473.574128749207,3668.05,3530.83,3741.29
6400_4600_256,7.53664,444.7129909365559,3021.53,2312.92,3712.63
6400_4600_1280,37.6832,1457.4257425742574,3673.74,3420.15,3884.07
6400_4600_2304,67.82976,1951.1045655375551,3617.01,3404.42,3734.81
6400_4600_3328,97.97632,2243.37631887456,3456.62,3322.13,3534.31
6400_4600_4352,128.12288,2436.6114897760467,3419.60,3204.07,3468.92
6400_4600_5376,158.26944,2573.8551207327228,3601.12,3310.45,3711.15
6400_4600_6400,188.416,2676.3636363636365,3686.07,3622.83,3749.05
6400_4600_7424,218.56256,2755.842479018722,3671.35,3558.38,3717.62
6400_5336_256,8.7425024,450.72326047935803,3106.15,2304.90,3707.59
6400_5336_1280,43.712512,1524.0271331667261,3712.09,3391.20,3904.12
6400_5336_2304,78.6825216,2072.3447866659476,3664.28,3475.22,3776.37
6400_5336_3328,113.6525312,2405.1662115893037,3508.21,3307.03,3586.38
6400_5336_4352,148.6225408,2628.666642518202,3507.88,3389.46,3555.39
6400_5336_5376,183.5925504,2789.1104819389566,3651.71,3549.91,3699.15
6400_5336_6400,218.56256,2909.88411724608,3721.44,3608.55,3764.69
6400_5336_7424,253.5325696,3004.081632653061,3703.75,3531.86,3733.33
6400_6072_256,9.9483648,455.3857691947127,3279.54,2613.18,3758.35
6400_6072_1280,49.741824,1578.6805329866754,3762.29,3527.66,3912.52
6400_6072_2304,89.5352832,2174.720191016266,3719.62,3466.26,3819.36
6400_6072_3328,129.3287424,2544.168244631562,3564.56,3429.29,3640.81
6400_6072_4352,169.1222016,2795.599038559193,3558.89,3497.26,3612.29
6400_6072_5376,208.9156608,2977.7738856292144,3702.25,3566.70,3747.30
6400_6072_6400,248.70912,3115.8434894162924,3753.13,3641.02,3787.49
6400_6072_7424,288.5025792,3224.0953928546905,3750.38,3640.64,3781.78
6400_6808_256,11.1542272,459.108151395094,3381.79,2748.70,3775.33
6400_6808_1280,55.771136,1624.3364151506114,3748.28,3488.97,3872.46
6400_6808_2304,100.3880448,2262.315964369779,3678.44,3512.41,3769.81
6400_6808_3328,145.0049536,2664.8801234521434,3493.58,3424.57,3548.17
6400_6808_4352,189.6218624,2942.035524768835,3448.64,3263.63,3486.24
6400_6808_5376,234.2387712,3144.4862947790944,3669.26,3540.14,3707.72
6400_6808_6400,278.85568,3298.849182313749,3716.67,3590.49,3751.79
6400_6808_7424,323.4725888,3420.438746562141,3741.94,3601.64,3772.82
6400_7544_256,12.3600896,462.14870970212115,3496.38,3110.24,3839.13
6400_7544_1280,61.800448,1663.0476715348582,3784.83,3678.82,3894.54
6400_7544_2304,111.2408064,2338.11717102148,3698.22,3584.19,3780.36
6400_7544_3328,160.6811648,2770.688985415122,3491.03,3358.09,3530.68
6400_7544_4352,210.1215232,3071.5324970811007,3456.30,3302.68,3502.23
6400_7544_5376,259.5618816,3292.868092182182,3682.66,3524.72,3715.46
6400_7544_6400,309.00224,3462.5358577165807,3762.74,3622.81,3798.06
6400_7544_7424,358.4425984,3596.736606317174,3732.74,3604.18,3756.59
7424_184_256,0.349700096,134.13354281225452,279.44,202.61,1097.96
7424_184_1280,1.74850048,169.69986086265155,1113.44,911.39,2146.72
7424_184_2304,3.147300864,174.85129138696098,1929.37,1670.99,2363.73
7424_184_3328,4.546101248,176.9168725591775,2104.39,1435.69,2466.02
7424_184_4352,5.944901632,178.0302974547685,1942.45,1546.14,2413.68
7424_184_5376,7.343702016,178.7266111747994,1882.78,1593.86,2167.88
7424_184_6400,8.7425024,179.20322404600984,1568.95,1353.12,1785.82
7424_184_7424,10.141302784,179.54994742376445,1480.76,1329.75,1984.99
7424_920_256,1.74850048,321.80927252167356,1098.06,902.22,3030.33
7424_920_1280,8.7425024,647.2782410917362,2990.91,2289.51,3602.18
7424_920_2304,15.73650432,729.2246369934517,3391.31,2875.56,3716.26
7424_920_3328,22.73050624,766.5501761171352,3341.21,2893.76,3639.79
7424_920_4352,29.72450816,787.9007654307584,3149.67,2796.68,3380.09
7424_920_5376,36.71851008,801.7242767070608,3142.59,2798.13,3407.12
7424_920_6400,43.712512,811.404675917126,3362.53,3121.88,3539.76
7424_920_7424,50.70651392,818.56184084372,3311.42,3085.56,3470.20
7424_3864_256,7.343702016,438.7363269301358,3003.87,2188.56,3669.10
7424_3864_1280,36.71851008,1395.1412341452028,3662.45,3300.24,3878.58
7424_3864_2304,66.093318144,1841.0706828683894,3658.83,3423.99,3788.99
7424_3864_3328,95.468126208,2099.1262214617013,3493.28,3255.52,3579.61
7424_3864_4352,124.842934272,2267.37824065464,3489.96,3371.67,3560.08
7424_3864_5376,154.217742336,2385.756487025948,3667.72,3462.73,3733.18
7424_3864_6400,183.5925504,2473.574128749207,3713.29,3542.86,3759.83
7424_3864_7424,212.967358464,2541.3125442948262,3706.01,3578.26,3758.69
7424_4600_256,8.7425024,446.854391290694,3059.40,2361.24,3766.70
7424_4600_1280,43.712512,1480.6798473812,3709.21,3423.73,3881.42
7424_4600_2304,78.6825216,1993.00721066556,3686.10,3569.91,3779.63
7424_4600_3328,113.6525312,2298.9519035585568,3487.47,3367.93,3547.48
7424_4600_4352,148.6225408,2502.3137133202304,3446.86,3333.95,3506.28
7424_4600_5376,183.5925504,2647.278740808552,3670.77,3461.92,3726.94
7424_4600_6400,218.56256,2755.842479018722,3706.46,3581.08,3755.73
7424_4600_7424,253.5325696,2840.1862940785095,3696.39,3560.03,3737.27
7424_5336_256,10.141302784,452.9230769230769,3251.83,2595.34,3731.85
7424_5336_1280,50.70651392,1549.4736842105262,3744.43,3518.96,3903.65
7424_5336_2304,91.271725056,2119.68,3699.67,3532.87,3784.70
7424_5336_3328,131.836936192,2469.1612903225805,3548.68,3397.29,3609.15
7424_5336_4352,172.402147328,2705.2972972972975,3531.91,3232.59,3582.83
7424_5336_5376,212.967358464,2875.5348837209303,3627.69,3333.08,3726.79
7424_5336_6400,253.5325696,3004.081632653061,3725.56,3595.03,3767.37
7424_5336_7424,294.097780736,3104.581818181818,3724.73,3673.60,3760.38
7424_6072_256,11.540103168,457.6314464387233,3381.93,2758.48,3783.02
7424_6072_1280,57.70051584,1606.0012540614491,3774.43,3520.26,3927.88
7424_6072_2304,103.860928512,2226.9065999209593,3736.06,3601.91,3817.78
7424_6072_3328,150.021341184,2615.8842981109165,3604.21,3443.54,3673.80
7424_6072_4352,196.181753856,2882.4322811663105,3579.16,3387.88,3630.10
7424_6072_5376,242.342166528,3076.4926292800874,3673.89,3394.84,3747.54
7424_6072_6400,288.5025792,3224.0953928546905,3768.75,3678.24,3802.92
7424_6072_7424,334.662991872,3340.139893301719,3754.36,3628.45,3786.47
7424_6808_256,12.938903552,461.3907836120646,3533.53,3029.48,3860.63
7424_6808_1280,64.69451776,1653.2747160726435,3774.46,3568.07,3906.56
7424_6808_2304,116.450131968,2318.845724073243,3687.37,3561.55,3757.67
7424_6808_3328,168.205746176,2743.668348087523,3491.07,3061.04,3537.71
7424_6808_4352,219.961360384,3038.3605759710317,3475.57,3313.34,3512.10
7424_6808_5376,271.716974592,3254.7728086745333,3678.04,3501.89,3721.64
7424_6808_6400,323.4725888,3420.438746562141,3735.16,3677.12,3759.49
7424_6808_7424,375.228203008,3551.3344575604274,3762.25,3646.25,3788.69
7424_7544_256,14.337703936,464.46175280302526,3469.88,3012.12,3820.33
7424_7544_1280,71.68851968,1693.3946108074113,3809.70,3676.05,3906.41
7424_7544_2304,129.039335424,2398.5491644143285,3713.26,3585.17,3785.14
7424_7544_3328,186.390151168,2855.958075752346,3493.95,3292.82,3548.36
7424_7544_4352,243.740966912,3176.6754037101296,3475.29,3324.48,3517.29
7424_7544_5376,301.091782656,3414.0090564986185,3680.99,3474.06,3712.26
7424_7544_6400,358.4425984,3596.736606317174,3778.25,3646.03,3801.37
7424_7544_7424,415.793414144,3741.7594869053983,3727.41,3580.52,3748.17
